FIRST_DIST,FIRST_Z,LINE_ID
5663.784821,228,1
5673.290414,228,1
5682.796107,228,1
5692.3017,228,1
5701.807293,228,1
5711.312886,228,1
5720.818479,228,1
5730.324172,228,1
5739.829766,228,1
5749.335359,228,1
5758.840952,228,1
5768.346545,228,1
5777.852238,228,1
5787.357831,228,1
5796.863424,228,1
5806.369017,228,1
5815.87461,228,1
5825.380203,228,1
5834.885897,228,1
5844.39149,228,1
5853.897084,228,1
5863.402677,228,1
5872.90827,228,1
5882.413963,228,1
5891.919557,228,1
5901.42515,228,1
5910.930743,228,1
5920.436336,228,1
5929.942029,228,1
5939.447622,228,1
5948.953215,228,1
5958.458808,228,1
5967.964401,228,1
5977.469994,228,1
5986.975688,228,1
5996.481281,228,1
6005.986874,228,1
6015.492467,228,1
6024.99806,228,1
6034.503753,228,1
6044.009346,228,1
6053.514939,228,1
6063.020534,228,1
6072.526127,227.8248,1
6082.03182,227.3125,1
6091.537413,227,1
6101.043006,227,1
6110.548599,227,1
6120.054192,227,1
6129.559785,227,1
6139.065478,227,1
6148.571072,227,1
6158.076665,227,1
6167.582258,227,1
6177.087851,227,1
6186.593544,227,1
6196.099137,227,1
6205.60473,227,1
6215.110323,227,1
6224.615916,227,1
6234.121609,227,1
6243.627203,227,1
6253.132796,227,1
6262.638389,227,1
6272.143983,227,1
6281.649576,227,1
6291.155269,227,1
6300.660862,227,1
6310.166456,227,1
6319.672049,227,1
6329.177642,227,1
6338.683335,227.0303,1
6348.188928,227.0901,1
6357.694521,227.0764,1
6367.200114,227.0628,1
6376.705707,227.0491,1
6386.2114,227.0354,1
6395.716993,227.0217,1
6405.222587,227.008,1
6414.72818,227,1
6424.233773,227,1
6433.739366,227,1
6443.245059,227,1
6452.750652,227,1
6462.256245,227,1
6471.761838,227,1
6481.267433,227,1
6490.773126,227,1
6500.278719,227,1
6509.784312,227,1
6519.289905,227,1
6528.795498,227,1
6538.301091,227,1
6547.806784,227,1
6557.312378,227,1
6566.817971,227,1
6576.323564,227,1
6585.829157,227,1
6595.33485,227,1
6604.840443,227,1
6614.346036,227,1
6623.851629,227,1
6633.357222,227,1
6642.862915,227,1
6652.368508,227,1
6661.874102,227,1
6671.379695,227,1
6680.885288,227,1
6690.390882,227,1
6699.896575,227,1
6709.402168,227,1
6718.907762,227,1
6728.413355,227,1
6737.918948,227,1
6747.424641,227,1
6756.930234,227,1
6766.435827,227,1
6775.94142,227,1
6785.447013,227,1
6794.952706,227,1
6804.458299,227,1
6813.963893,227,1
6823.469486,227,1
6832.975079,227,1
6842.480672,227,1
6851.986365,227,1
6861.491958,227,1
6870.997551,227,1
6880.503144,227,1
6890.008737,227,1
6899.514432,227,1
6909.020025,227,1
6918.525618,227,1
6928.031211,227,1
6937.536804,227,1
6947.042497,227,1
6956.54809,227,1
6966.053683,227,1
6975.559277,227,1
6985.06487,227,1
6994.570463,227,1
7004.076156,227,1
7013.581749,227,1
7023.087342,227,1
7032.592935,227,1
7042.098528,227,1
7051.604221,227,1
7061.109814,227,1
7070.615408,227,1
7080.121001,227,1
7089.626594,227,1
7099.132287,227,1
7108.637881,227,1
7118.143474,227,1
7127.649068,227,1
7137.154661,227,1
7146.660254,227,1
7156.165947,227,1
7165.67154,227,1
7175.177133,227,1
7184.682726,227,1
7194.188319,227,1
7203.694012,227,1
7213.199605,227,1
7222.705198,227,1
7232.210792,227,1
7241.716385,227,1
7251.222078,227,1
7260.727671,227,1
7270.233264,227,1
7279.738857,227,1
7289.24445,227,1
7298.750043,227,1
7308.255736,227,1
7317.761331,227,1
7327.266924,227,1
7336.772517,227,1
7346.27811,227,1
7355.783803,227,1
7365.289396,227,1
7374.794989,227,1
7384.300583,227,1
7393.806176,227,1
7403.311869,227,1
7412.817462,227,1
7422.323055,227,1
7431.828648,227,1
7441.334241,227,1
7450.839834,227,1
7460.345527,227,1
7469.85112,227,1
7479.356714,227,1
7488.862307,227,1
7498.3679,227,1
7507.873593,227,1
7517.379186,227,1
7526.88478,227,1
7536.390373,227,1
7545.895967,227,1
7555.40166,227,1
7564.907253,227,1
7574.412846,227,1
7583.918439,227,1
7593.424032,227,1
7602.929625,227,1
7612.435318,227,1
7621.940911,227,1
7631.446504,227,1
7640.966834,227,1
7650.48726,227,1
7660.00759,227,1
7669.527919,227,1
7679.048349,227,1
7688.568675,227,1
7698.089005,227,1
7707.609434,227,1
7717.129763,227,1
7726.65019,227,1
7736.170519,227,1
7745.690849,227.2364,1
7755.211278,228,1
7764.731605,228,1
7774.251934,228,1
7783.772364,228,1
7793.292693,228,1
7802.81302,228,1
7812.333449,228,1
7821.853778,228,1
7831.374108,228,1
7840.894534,228,1
7850.414864,228,1
7859.935293,228,1
7869.45562,228.2297,1
7878.975949,229,1
7888.496379,229,1
7898.016708,229,1
7907.537035,229,1
7917.057464,229,1
7926.577793,229,1
7936.098123,229,1
7945.618549,229,1
7955.138879,229,1
7964.659208,229,1
7974.179638,229,1
7983.699964,229,1
7993.220294,229,1
8002.740723,229,1
8012.261052,229,1
8021.781479,229,1
8031.301808,229,1
8040.822138,229,1
8050.342567,229,1
8059.862894,229,1
8069.383223,229.2188,1
8078.903652,230,1
8088.423982,230,1
8097.944308,230,1
8107.464738,230,1
8116.985067,230,1
8126.505394,230,1
8136.025823,230,1
8145.546153,230,1
8155.066482,230.083,1
8164.586909,230.496,1
8174.107238,231,1
8183.627667,231,1
8193.147997,231,1
8202.668323,231,1
8212.188753,231,1
8221.709082,231,1
8231.229412,231.1763,1
8240.749838,231.8955,1
8250.270168,232,1
8259.790497,232,1
8269.310926,232,1
8278.831253,232,1
8288.351582,232,1
8297.872012,232,1
8307.392341,232,1
8316.912768,232,1
8326.433097,232,1
8335.953427,232,1
8345.473853,232,1
8354.994183,232,1
8364.514512,232,1
8374.034941,232,1
8383.555268,232,1
8393.075597,232,1
8402.596027,232,1
8412.116356,232,1
8421.636683,232,1
8431.157112,232,1
8440.677442,232,1
8450.197771,232,1
8459.718197,232,1
8469.238527,232,1
8478.758956,232,1
8488.279286,232,1
8497.799612,232,1
8507.320042,232.195,1
8516.840371,233,1
8526.3607,233,1
8535.881127,233,1
8545.401456,233,1
8554.638502,233,1
8563.875548,233,1
8573.112694,233,1
8582.34974,233,1
8591.586786,233,1
8600.823831,233,1
8610.060877,233,1
8619.297923,233,1
8628.535069,233,1
8637.772115,233,1
8647.00916,233,1
8656.246206,233,1
8665.483252,233,1
8674.720298,233.0033,1
8683.957444,233,1
8693.19449,233,1
8702.431535,233,1
8711.668581,233,1
8720.905627,233,1
8730.142673,233,1
8739.379719,233,1
8748.616864,233,1
8757.85391,233,1
8767.090956,233,1
8776.600508,233,1
8786.110182,233,1
8795.619734,233,1
8805.129383,233,1
8814.638935,233,1
8824.148512,233,1
8833.658161,233,1
8843.167713,233,1
8852.677387,233,1
8862.186939,233,1
8871.696491,233,1
8881.20614,233,1
8890.715717,233,1
8900.225366,233,1
8909.734918,233,1
8919.244494,232.4615,1
8928.754144,232,1
8938.263696,232,1
8947.773248,231.6839,1
8957.282922,231.1076,1
8966.792474,230.4459,1
8976.302123,229.2375,1
8985.811699,228.0292,1
8995.321252,227.1024,1
9004.830901,227.3026,1
9014.340453,228,1
9023.850127,228,1
9033.359679,228.0423,1
9042.849429,228.4125,1
9052.339082,228.613,1
9061.828833,228.8134,1
9071.318485,229.0014,1
9080.808236,229.2142,1
9090.297986,229.4147,1
9099.787639,229.6486,1
9109.277389,230.8254,1
9118.767042,231.9862,1
9128.256793,232,1
9137.746543,232.9388,1
9147.236196,233,1
9156.725946,233,1
9166.215599,233,1
9175.705349,233,1
9185.19512,232.5233,1
9194.684773,232.9226,1
9204.174523,233,1
9213.664176,233,1
9223.153926,233,1
9232.643677,233,1
9242.13333,232.7432,1
9251.62308,232.8218,1
9261.112733,233,1
9270.602483,232.5281,1
9280.092234,232.4231,1
9289.581887,232.6235,1
9299.071637,232.8239,1
9308.56129,232.5002,1
9318.05104,232.2248,1
9327.540791,232.4252,1
9337.030443,232.6256,1
9346.520194,232.4085,1
9356.009847,232.0265,1
9365.499597,232.2269,1
9374.989348,232.2793,1
9384.479,231.8798,1
9393.968751,231.8281,1
9403.458403,232.0286,1
9412.948154,232.1714,1
9422.437905,232,1
9431.927557,231.9244,1
9441.417308,231.8302,1
9450.90696,232.0307,1
9460.396711,232.2003,1
9469.886482,232,1
9479.376134,232,1
9488.865885,232,1
9498.355537,232,1
9507.845288,232,1
9517.335038,232,1
9526.824691,232,1
9536.314442,232,1
9545.804094,232.0349,1
9555.293845,232.2353,1
9564.783595,232.4357,1
9574.273248,232.945,1
9583.762999,233,1
9593.252651,233,1
9602.742402,233,1
9612.232152,233,1
9621.721805,233,1
9631.211555,233,1
9640.701208,233.0267,1
9650.190959,233.2395,1
9659.680709,233.4399,1
9669.170362,233.6404,1
9678.660112,233.8408,1
9688.149765,234,1
9697.639515,234,1
9707.129266,234,1
9716.618919,234,1
9726.108669,234,1
9735.598322,234.0626,1
9745.088072,234.5904,1
9754.577843,235.1554,1
9764.067496,235.0474,1
9773.557246,234.845,1
9783.046899,234.7781,1
9792.536649,234.6628,1
9802.026302,234.9226,1
9811.516052,235,1
9821.005803,235,1
9830.495456,235.0851,1
9839.985206,235.2479,1
9849.474859,235.4484,1
9858.964609,235.5592,1
9868.45436,235,1
9877.944013,235.0947,1
9887.433763,235.25,1
9896.923416,235.4505,1
9906.413166,235.645,1
9915.902917,235.1516,1
9925.392569,235.0532,1
9934.88232,235.9615,1
9944.371973,236,1
9953.861723,236,1
9963.351474,236.1286,1
9972.841126,236,1
9982.330877,236,1
9991.820529,236,1
10001.31028,236.2699,1
10010.80003,236.1445,1
10020.28968,236.0559,1
10029.77943,236.7855,1
10039.26909,237,1
10048.75886,237.2277,1
10058.24861,237.1424,1
10067.73826,237,1
10077.22801,237.4398,1
10086.71766,237.5411,1
10096.20741,237.3407,1
10105.69716,237.6623,1
10115.18682,237.9398,1
10124.67657,237.8631,1
10134.16622,238,1
10143.65597,238,1
10153.14572,238.0558,1
10162.63537,238,1
10172.12512,238.2626,1
10181.61478,238.5369,1
10191.10453,238.3365,1
10200.59428,238.3824,1
10210.08393,238.9525,1
10219.57368,239,1
10229.06333,239,1
10238.55308,239,1
10248.04284,239,1
10257.53249,239,1
10267.02224,239,1
10276.51189,239,1
10286.00164,239.0239,1
10295.49139,239.1736,1
10304.98104,239.9314,1
10314.4708,239.7312,1
10323.96045,239.9892,1
10333.45022,240.3148,1
10342.93997,241.9891,1
10352.42962,242.7646,1
10361.91937,243.1009,1
10371.40902,243.444,1
10380.89878,243.5452,1
10390.38853,243.9629,1
10399.87818,243.8544,1
10409.36793,244.0087,1
10418.85758,243.9296,1
10428.34733,244.1348,1
10437.83708,244.1255,1
10447.32674,244.5192,1
10456.81649,244.627,1
10466.30614,244.5243,1
10475.79589,244.7282,1
10485.13944,244.8853,1
10494.4829,244.5238,1
10503.82646,244.3746,1
10513.17001,244.7237,1
10522.51347,244.3237,1
10531.85702,243.8454,1
10541.20058,243.462,1
10550.54413,243.2184,1
10559.88759,243.2032,1
10569.23114,242.6472,1
10578.5747,242,1
10587.91816,242,1
10597.26171,242.0305,1
10606.60527,242.1035,1
10615.94873,242.3235,1
10625.29228,242.0765,1
10634.63579,242.9117,1
10643.97934,243,1
10653.32281,243,1
10662.66636,243,1
10672.00991,243.0766,1
10681.35337,243.3281,1
10690.69693,243,1
10700.04048,243.2767,1
10709.38394,243.6767,1
10718.72749,244.008,1
10728.07105,244,1
10737.4146,244,1
10746.75806,244,1
10756.10161,244,1
10765.44517,244,1
10774.78863,244,1
10784.13218,244,1
10793.31243,244,1
10802.4926,244.1264,1
10811.67291,244.8436,1
10820.85308,245,1
10830.03332,245,1
10839.21357,245,1
10848.3938,245,1
10857.57405,245,1
10866.75429,245,1
10875.93446,245,1
10885.11477,245,1
10894.29494,245,1
10903.47519,245,1
10912.65544,245.7928,1
10921.83567,246,1
10931.01592,246,1
10940.19616,246,1
10949.37633,246,1
10958.55664,246,1
10967.73681,246,1
10976.91706,246,1
10986.42518,246.2286,1
10995.93331,247.8167,1
11005.44144,250.6314,1
11014.94956,251,1
11024.4577,251,1
11033.96582,251,1
11043.47394,251,1
11052.98208,251,1
11062.4902,251,1
11071.99832,251,1
11081.50646,251,1
11091.01458,251.7379,1
11100.52264,252,1
11110.03084,252,1
11119.53896,252,1
11129.04702,252,1
11138.55522,252,1
11148.06334,252,1
11157.5714,252,1
11167.0796,252,1
11176.58772,252,1
11186.09578,252,1
11195.6039,252,1
11205.1121,252,1
11214.62016,252.6479,1
11224.12828,253,1
11233.63648,253,1
11243.14454,253,1
11252.65266,253,1
11262.16086,253,1
11271.66892,253,1
11281.17705,253,1
11290.68524,253,1
11300.1933,253,1
11309.70143,253.2709,1
11319.20956,254,1
11328.71768,254,1
11338.22581,254,1
11347.73394,254,1
11357.24206,254,1
11366.75019,253.93,1
11376.25832,253.9624,1
11385.76645,254,1
11395.27457,254,1
11404.7827,254,1
11414.29083,254,1
11423.79895,254,1
11433.30708,254,1
11442.81521,254,1
11452.32333,254,1
11461.83146,254,1
11471.33959,254,1
11480.84771,254.1898,1
11490.35585,254.9598,1
11499.86397,255,1
11509.37203,255,1
11518.88023,255,1
11528.38835,255,1
11537.89641,255,1
11547.40461,255,1
11556.91273,255.0907,1
11566.42079,255.8531,1
11575.92899,256,1
11585.43711,256,1
11594.94517,256,1
11604.45337,256,1
11613.96149,256,1
11623.46955,256,1
11632.97767,256.0923,1
11642.48587,256,1
11651.99393,256.7138,1
11661.50205,257,1
11671.01025,257,1
11680.51831,257,1
11690.02643,257,1
11699.53463,257,1
11709.04269,257,1
11718.55081,257,1
11728.05895,257,1
11737.56707,257.5745,1
11747.0752,258,1
11756.58333,258,1
11766.09145,258,1
11775.59958,258,1
11785.10771,258,1
11794.61583,258,1
11804.12396,258,1
11813.63209,258,1
11823.14021,258,1
11832.6607,258,1
11842.18118,258,1
11851.70159,258.051,1
11861.22207,258.0336,1
11870.74255,258.6832,1
11880.26303,259,1
11889.78345,259,1
11899.30385,259,1
11908.82434,259,1
11918.34482,259,1
11927.86523,259,1
11937.38571,259,1
11946.90619,259,1
11956.42667,259,1
11965.94715,259,1
11975.46757,259,1
11984.98805,259,1
11994.50853,259,1
12004.02901,259,1
12013.54943,259,1
12023.06991,259.5842,1
12032.59039,260,1
12042.11079,260,1
12051.63121,260,1
12061.15169,260,1
12070.67217,260,1
12080.19265,260,1
12089.71313,260,1
12099.23355,260,1
12108.75403,260,1
12118.27451,260.5729,1
12127.79499,261,1
12137.31541,261,1
12146.83589,261,1
12156.35637,261,1
12165.87685,261,1
12175.39726,261,1
12184.91767,261,1
12194.43815,261,1
12203.95863,261,1
12213.47911,261.069,1
12222.99953,261.7186,1
12232.52001,262,1
12242.04049,262,1
12251.56097,262,1
12261.08138,262,1
12270.60186,262,1
12280.12235,262,1
12289.64283,262,1
12299.16324,262,1
12308.68372,262.565,1
12318.2042,263,1
12327.72461,263,1
12337.24502,263,1
12346.7655,263,1
12356.28599,263,1
12365.80647,263,1
12375.32695,263,1
12384.84736,263,1
12394.36784,263,1
12403.88832,263,1
12413.4088,263,1
12422.92922,261.9933,1
12432.4497,259.7571,1
12441.97018,259.0015,1
12451.49066,260.2983,1
12461.01108,262.4545,1
12470.53148,263,1
12480.05196,263.0093,1
12489.57244,263.7225,1
12499.09292,264,1
12508.61334,264,1
12518.13382,264,1
12527.6543,264,1
